id,tipo,descripcion,lat,lon,fecha_extraccion,cuadrante,calle
6846,happy,Evento tipo happy,-33.685625,-70.93999999999998,2025-04-29 01:20:25,Q15_12_9,Los Dominicos
6847,LOL,Evento tipo LOL,-33.685625,-70.93999999999998,2025-04-29 01:20:25,Q15_12_9,Apoquindo Las Condes
6848,desconocido,Evento tipo desconocido,-33.685625,-70.89999999999999,2025-04-29 01:20:33,Q15_12_10,Las Rejas
6849,desconocido,Evento tipo desconocido,-33.685625,-70.85999999999999,2025-04-29 01:20:41,Q15_12_11,Grecia Ñuñoa
6850,happy,Evento tipo happy,-33.685625,-70.85999999999999,2025-04-29 01:20:41,Q15_12_11,San Bernardo
6851,desconocido,Evento tipo desconocido,-33.685625,-70.82,2025-04-29 01:20:50,Q15_12_12,Lo Prado
6852,desconocido,Evento tipo desconocido,-33.685625,-70.77999999999999,2025-04-29 01:20:58,Q15_12_13,Macul
6853,desconocido,Evento tipo desconocido,-33.685625,-70.74,2025-04-29 01:21:06,Q15_12_14,San Miguel
6854,desconocido,Evento tipo desconocido,-33.685625,-70.69999999999999,2025-04-29 01:21:14,Q15_12_15,Autopista Central
6855,desconocido,Evento tipo desconocido,-33.685625,-70.65999999999998,2025-04-29 01:21:23,Q15_12_16,Peñalolén
6856,desconocido,Evento tipo desconocido,-33.685625,-70.61999999999999,2025-04-29 01:21:31,Q15_12_17,Autopista Central
6857,happy,Evento tipo happy,-33.685625,-70.61999999999999,2025-04-29 01:21:31,Q15_12_17,Maipú
6858,desconocido,Evento tipo desconocido,-33.685625,-70.57999999999998,2025-04-29 01:21:39,Q15_12_18,Huechuraba
6859,desconocido,Evento tipo desconocido,-33.685625,-70.53999999999999,2025-04-29 01:21:47,Q15_12_19,Las Rejas
6860,desconocido,Evento tipo desconocido,-33.685625,-70.49999999999999,2025-04-29 01:21:56,Q15_12_20,Independencia
6861,desconocido,Evento tipo desconocido,-33.685625,-70.46,2025-04-29 01:22:04,Q15_12_21,Maipú
6862,desconocido,Evento tipo desconocido,-33.685625,-70.41999999999999,2025-04-29 01:22:12,Q15_12_22,Costanera Norte
6863,desconocido,Evento tipo desconocido,-33.685625,-70.38,2025-04-29 01:22:21,Q15_12_23,Vespucio Sur
6864,desconocido,Evento tipo desconocido,-33.64875,-71.01999999999998,2025-04-29 01:22:29,Q15_13_7,Plaza Italia
6865,desconocido,Evento tipo desconocido,-33.64875,-70.97999999999999,2025-04-29 01:22:37,Q15_13_8,Lo Prado
6866,desconocido,Evento tipo desconocido,-33.64875,-70.93999999999998,2025-04-29 01:22:45,Q15_13_9,San Bernardo
6867,desconocido,Evento tipo desconocido,-33.64875,-70.89999999999999,2025-04-29 01:22:54,Q15_13_10,Macul
6868,ninja,Evento tipo ninja,-33.64875,-70.89999999999999,2025-04-29 01:22:54,Q15_13_10,Providencia
6869,peaceful,Evento tipo peaceful,-33.64875,-70.89999999999999,2025-04-29 01:22:54,Q15_13_10,Costanera Norte
6870,LOL,Evento tipo LOL,-33.64875,-70.89999999999999,2025-04-29 01:22:54,Q15_13_10,Estación Central
6871,desconocido,Evento tipo desconocido,-33.64875,-70.85999999999999,2025-04-29 01:23:02,Q15_13_11,Vespucio Sur
6872,desconocido,Evento tipo desconocido,-33.64875,-70.82,2025-04-29 01:23:10,Q15_13_12,Quinta Normal
6873,happy,Evento tipo happy,-33.64875,-70.82,2025-04-29 01:23:10,Q15_13_12,Huechuraba
6874,LOL,Evento tipo LOL,-33.64875,-70.82,2025-04-29 01:23:10,Q15_13_12,San Joaquín
6875,desconocido,Evento tipo desconocido,-33.64875,-70.77999999999999,2025-04-29 01:23:19,Q15_13_13,Recoleta
6876,desconocido,Evento tipo desconocido,-33.64875,-70.74,2025-04-29 01:23:27,Q15_13_14,Apoquindo Las Condes
6877,desconocido,Evento tipo desconocido,-33.64875,-70.69999999999999,2025-04-29 01:23:35,Q15_13_15,Camino a Melipilla
6878,happy,Evento tipo happy,-33.64875,-70.69999999999999,2025-04-29 01:23:35,Q15_13_15,Huechuraba
6879,ninja,Evento tipo ninja,-33.64875,-70.69999999999999,2025-04-29 01:23:35,Q15_13_15,La Cisterna
6880,LOL,Evento tipo LOL,-33.64875,-70.69999999999999,2025-04-29 01:23:35,Q15_13_15,Macul
6881,desconocido,Evento tipo desconocido,-33.64875,-70.65999999999998,2025-04-29 01:23:44,Q15_13_16,Lo Barnechea
6882,happy,Evento tipo happy,-33.64875,-70.65999999999998,2025-04-29 01:23:44,Q15_13_16,Av. La Florida
6883,desconocido,Evento tipo desconocido,-33.64875,-70.61999999999999,2025-04-29 01:23:52,Q15_13_17,San Joaquín
6884,inlove,Evento tipo inlove,-33.64875,-70.61999999999999,2025-04-29 01:23:52,Q15_13_17,Grecia Ñuñoa
6885,happy,Evento tipo happy,-33.64875,-70.61999999999999,2025-04-29 01:23:52,Q15_13_17,Costanera Norte
6886,peaceful,Evento tipo peaceful,-33.64875,-70.61999999999999,2025-04-29 01:23:52,Q15_13_17,Las Rejas
6887,desconocido,Evento tipo desconocido,-33.64875,-70.57999999999998,2025-04-29 01:24:00,Q15_13_18,Autopista Central
6888,inlove,Evento tipo inlove,-33.64875,-70.57999999999998,2025-04-29 01:24:00,Q15_13_18,Providencia
6889,desconocido,Evento tipo desconocido,-33.64875,-70.53999999999999,2025-04-29 01:24:08,Q15_13_19,San Joaquín
6890,desconocido,Evento tipo desconocido,-33.64875,-70.49999999999999,2025-04-29 01:24:17,Q15_13_20,Av. La Florida
6891,desconocido,Evento tipo desconocido,-33.64875,-70.46,2025-04-29 01:24:25,Q15_13_21,Vespucio Norte
6892,desconocido,Evento tipo desconocido,-33.64875,-70.41999999999999,2025-04-29 01:24:33,Q15_13_22,Puente Alto
6893,desconocido,Evento tipo desconocido,-33.64875,-70.38,2025-04-29 01:24:41,Q15_13_23,San Miguel
6894,desconocido,Evento tipo desconocido,-33.611875,-71.01999999999998,2025-04-29 01:24:50,Q15_14_7,Lo Barnechea
6895,desconocido,Evento tipo desconocido,-33.611875,-70.97999999999999,2025-04-29 01:24:58,Q15_14_8,Av. La Florida
6896,desconocido,Evento tipo desconocido,-33.611875,-70.93999999999998,2025-04-29 01:25:06,Q15_14_9,Macul
6897,desconocido,Evento tipo desconocido,-33.611875,-70.89999999999999,2025-04-29 01:25:14,Q15_14_10,Peñalolén
6898,desconocido,Evento tipo desconocido,-33.611875,-70.85999999999999,2025-04-29 01:25:23,Q15_14_11,Ñuñoa Plaza Egaña
6899,hazard,Evento tipo hazard,-33.611875,-70.85999999999999,2025-04-29 01:25:23,Q15_14_11,Grecia Ñuñoa
6900,peaceful,Evento tipo peaceful,-33.611875,-70.85999999999999,2025-04-29 01:25:23,Q15_14_11,Grecia Ñuñoa
6901,inlove,Evento tipo inlove,-33.611875,-70.85999999999999,2025-04-29 01:25:23,Q15_14_11,La Cisterna
6902,sunny,Evento tipo sunny,-33.611875,-70.85999999999999,2025-04-29 01:25:23,Q15_14_11,Providencia
6903,happy,Evento tipo happy,-33.611875,-70.85999999999999,2025-04-29 01:25:23,Q15_14_11,Las Rejas
6904,desconocido,Evento tipo desconocido,-33.611875,-70.82,2025-04-29 01:25:31,Q15_14_12,Recoleta
6905,desconocido,Evento tipo desconocido,-33.611875,-70.77999999999999,2025-04-29 01:25:40,Q15_14_13,Alameda Centro
6906,happy,Evento tipo happy,-33.611875,-70.77999999999999,2025-04-29 01:25:40,Q15_14_13,San Miguel
6907,desconocido,Evento tipo desconocido,-33.611875,-70.74,2025-04-29 01:25:48,Q15_14_14,Puente Alto
6908,desconocido,Evento tipo desconocido,-33.611875,-70.69999999999999,2025-04-29 01:25:56,Q15_14_15,Vespucio Sur
6909,happy,Evento tipo happy,-33.611875,-70.69999999999999,2025-04-29 01:25:56,Q15_14_15,Vespucio Sur
6910,peaceful,Evento tipo peaceful,-33.611875,-70.69999999999999,2025-04-29 01:25:56,Q15_14_15,Pudahuel
6911,zombie,Evento tipo zombie,-33.611875,-70.69999999999999,2025-04-29 01:25:56,Q15_14_15,La Cisterna
6912,LOL,Evento tipo LOL,-33.611875,-70.69999999999999,2025-04-29 01:25:56,Q15_14_15,Independencia
6913,sunny,Evento tipo sunny,-33.611875,-70.69999999999999,2025-04-29 01:25:56,Q15_14_15,Av. La Florida
6914,desconocido,Evento tipo desconocido,-33.611875,-70.65999999999998,2025-04-29 01:26:04,Q15_14_16,Independencia
6915,happy,Evento tipo happy,-33.611875,-70.65999999999998,2025-04-29 01:26:04,Q15_14_16,Camino a Melipilla
6916,desconocido,Evento tipo desconocido,-33.611875,-70.61999999999999,2025-04-29 01:26:13,Q15_14_17,Pudahuel
6917,inlove,Evento tipo inlove,-33.611875,-70.61999999999999,2025-04-29 01:26:13,Q15_14_17,Autopista Central
6918,happy,Evento tipo happy,-33.611875,-70.61999999999999,2025-04-29 01:26:13,Q15_14_17,Plaza Italia
6919,sunny,Evento tipo sunny,-33.611875,-70.61999999999999,2025-04-29 01:26:13,Q15_14_17,Quinta Normal
6920,desconocido,Evento tipo desconocido,-33.611875,-70.57999999999998,2025-04-29 01:26:21,Q15_14_18,Puente Alto
6921,ninja,Evento tipo ninja,-33.611875,-70.57999999999998,2025-04-29 01:26:21,Q15_14_18,Quinta Normal
6922,happy,Evento tipo happy,-33.611875,-70.57999999999998,2025-04-29 01:26:21,Q15_14_18,Apoquindo Las Condes
6923,peaceful,Evento tipo peaceful,-33.611875,-70.57999999999998,2025-04-29 01:26:21,Q15_14_18,Lo Barnechea
6924,zombie,Evento tipo zombie,-33.611875,-70.57999999999998,2025-04-29 01:26:21,Q15_14_18,San Joaquín
6925,desconocido,Evento tipo desconocido,-33.611875,-70.53999999999999,2025-04-29 01:26:29,Q15_14_19,San Miguel
6926,happy,Evento tipo happy,-33.611875,-70.53999999999999,2025-04-29 01:26:29,Q15_14_19,Las Rejas
6927,desconocido,Evento tipo desconocido,-33.611875,-70.49999999999999,2025-04-29 01:26:38,Q15_14_20,Quinta Normal
6928,happy,Evento tipo happy,-33.611875,-70.49999999999999,2025-04-29 01:26:38,Q15_14_20,Lo Prado
6929,desconocido,Evento tipo desconocido,-33.611875,-70.46,2025-04-29 01:26:46,Q15_14_21,Alameda Centro
6930,desconocido,Evento tipo desconocido,-33.611875,-70.41999999999999,2025-04-29 01:26:54,Q15_14_22,Lo Barnechea
6931,desconocido,Evento tipo desconocido,-33.611875,-70.38,2025-04-29 01:27:02,Q15_14_23,Quinta Normal
6932,desconocido,Evento tipo desconocido,-33.575,-71.01999999999998,2025-04-29 01:27:11,Q15_15_7,Providencia
6933,desconocido,Evento tipo desconocido,-33.575,-70.97999999999999,2025-04-29 01:27:19,Q15_15_8,Vespucio Norte
6934,desconocido,Evento tipo desconocido,-33.575,-70.93999999999998,2025-04-29 01:27:27,Q15_15_9,Vespucio Sur
6935,desconocido,Evento tipo desconocido,-33.575,-70.89999999999999,2025-04-29 01:27:35,Q15_15_10,Macul
6936,desconocido,Evento tipo desconocido,-33.575,-70.85999999999999,2025-04-29 01:27:44,Q15_15_11,Alameda Centro
6937,desconocido,Evento tipo desconocido,-33.575,-70.82,2025-04-29 01:27:52,Q15_15_12,Vespucio Norte
6938,happy,Evento tipo happy,-33.575,-70.82,2025-04-29 01:27:52,Q15_15_12,Recoleta
6939,peaceful,Evento tipo peaceful,-33.575,-70.82,2025-04-29 01:27:52,Q15_15_12,Ñuñoa Plaza Egaña
6940,zombie,Evento tipo zombie,-33.575,-70.82,2025-04-29 01:27:52,Q15_15_12,Providencia
6941,cool,Evento tipo cool,-33.575,-70.82,2025-04-29 01:27:52,Q15_15_12,San Bernardo
6942,desconocido,Evento tipo desconocido,-33.575,-70.77999999999999,2025-04-29 01:28:00,Q15_15_13,Maipú
6943,peaceful,Evento tipo peaceful,-33.575,-70.77999999999999,2025-04-29 01:28:00,Q15_15_13,Estación Central
6944,happy,Evento tipo happy,-33.575,-70.77999999999999,2025-04-29 01:28:00,Q15_15_13,San Joaquín
6945,zombie,Evento tipo zombie,-33.575,-70.77999999999999,2025-04-29 01:28:00,Q15_15_13,Independencia
6946,desconocido,Evento tipo desconocido,-33.575,-70.74,2025-04-29 01:28:09,Q15_15_14,Peñalolén
6947,desconocido,Evento tipo desconocido,-33.575,-70.69999999999999,2025-04-29 01:28:17,Q15_15_15,Camino a Melipilla
6948,LOL,Evento tipo LOL,-33.575,-70.69999999999999,2025-04-29 01:28:17,Q15_15_15,Pudahuel
6949,happy,Evento tipo happy,-33.575,-70.69999999999999,2025-04-29 01:28:17,Q15_15_15,Puente Alto
6950,sunny,Evento tipo sunny,-33.575,-70.69999999999999,2025-04-29 01:28:17,Q15_15_15,Alameda Centro
6951,desconocido,Evento tipo desconocido,-33.575,-70.65999999999998,2025-04-29 01:28:25,Q15_15_16,Pudahuel
6952,happy,Evento tipo happy,-33.575,-70.65999999999998,2025-04-29 01:28:25,Q15_15_16,Peñalolén
6953,inlove,Evento tipo inlove,-33.575,-70.65999999999998,2025-04-29 01:28:25,Q15_15_16,Providencia
6954,peaceful,Evento tipo peaceful,-33.575,-70.65999999999998,2025-04-29 01:28:25,Q15_15_16,Las Rejas
6955,desconocido,Evento tipo desconocido,-33.575,-70.61999999999999,2025-04-29 01:28:34,Q15_15_17,Providencia
6956,happy,Evento tipo happy,-33.575,-70.61999999999999,2025-04-29 01:28:34,Q15_15_17,Camino a Melipilla
6957,sunny,Evento tipo sunny,-33.575,-70.61999999999999,2025-04-29 01:28:34,Q15_15_17,San Bernardo
6958,desconocido,Evento tipo desconocido,-33.575,-70.57999999999998,2025-04-29 01:28:42,Q15_15_18,Puente Alto
6959,zombie,Evento tipo zombie,-33.575,-70.57999999999998,2025-04-29 01:28:42,Q15_15_18,Estación Central
6960,peaceful,Evento tipo peaceful,-33.575,-70.57999999999998,2025-04-29 01:28:42,Q15_15_18,Maipú
6961,sunny,Evento tipo sunny,-33.575,-70.57999999999998,2025-04-29 01:28:42,Q15_15_18,Vespucio Sur
6962,happy,Evento tipo happy,-33.575,-70.57999999999998,2025-04-29 01:28:42,Q15_15_18,Alameda Centro
6963,desconocido,Evento tipo desconocido,-33.575,-70.53999999999999,2025-04-29 01:28:50,Q15_15_19,Peñalolén
6964,happy,Evento tipo happy,-33.575,-70.53999999999999,2025-04-29 01:28:50,Q15_15_19,Apoquindo Las Condes
6965,peaceful,Evento tipo peaceful,-33.575,-70.53999999999999,2025-04-29 01:28:50,Q15_15_19,Av. La Florida
6966,ninja,Evento tipo ninja,-33.575,-70.53999999999999,2025-04-29 01:28:50,Q15_15_19,Independencia
6967,desconocido,Evento tipo desconocido,-33.575,-70.49999999999999,2025-04-29 01:28:58,Q15_15_20,Plaza Italia
6968,desconocido,Evento tipo desconocido,-33.575,-70.46,2025-04-29 01:29:07,Q15_15_21,Maipú
6969,desconocido,Evento tipo desconocido,-33.575,-70.41999999999999,2025-04-29 01:29:15,Q15_15_22,Independencia
6970,desconocido,Evento tipo desconocido,-33.575,-70.38,2025-04-29 01:29:23,Q15_15_23,Autopista Central
6971,desconocido,Evento tipo desconocido,-33.538125,-71.01999999999998,2025-04-29 01:29:31,Q15_16_7,Puente Alto
6972,desconocido,Evento tipo desconocido,-33.538125,-70.97999999999999,2025-04-29 01:29:40,Q15_16_8,Las Rejas
6973,desconocido,Evento tipo desconocido,-33.538125,-70.93999999999998,2025-04-29 01:29:48,Q15_16_9,Grecia Ñuñoa
6974,desconocido,Evento tipo desconocido,-33.538125,-70.89999999999999,2025-04-29 01:29:56,Q15_16_10,Vespucio Sur
6975,desconocido,Evento tipo desconocido,-33.538125,-70.85999999999999,2025-04-29 01:30:05,Q15_16_11,San Miguel
6976,happy,Evento tipo happy,-33.538125,-70.85999999999999,2025-04-29 01:30:05,Q15_16_11,Pudahuel
6977,desconocido,Evento tipo desconocido,-33.538125,-70.82,2025-04-29 01:30:13,Q15_16_12,Los Dominicos
6978,desconocido,Evento tipo desconocido,-33.538125,-70.77999999999999,2025-04-29 01:30:21,Q15_16_13,San Bernardo
6979,happy,Evento tipo happy,-33.538125,-70.77999999999999,2025-04-29 01:30:21,Q15_16_13,Estación Central
6980,peaceful,Evento tipo peaceful,-33.538125,-70.77999999999999,2025-04-29 01:30:21,Q15_16_13,Vespucio Norte
6981,LOL,Evento tipo LOL,-33.538125,-70.77999999999999,2025-04-29 01:30:21,Q15_16_13,Maipú
6982,ninja,Evento tipo ninja,-33.538125,-70.77999999999999,2025-04-29 01:30:21,Q15_16_13,Ñuñoa Plaza Egaña
6983,inlove,Evento tipo inlove,-33.538125,-70.77999999999999,2025-04-29 01:30:21,Q15_16_13,Puente Alto
6984,desconocido,Evento tipo desconocido,-33.538125,-70.74,2025-04-29 01:30:29,Q15_16_14,Costanera Norte
6985,happy,Evento tipo happy,-33.538125,-70.74,2025-04-29 01:30:30,Q15_16_14,Grecia Ñuñoa
6986,desconocido,Evento tipo desconocido,-33.538125,-70.69999999999999,2025-04-29 01:30:38,Q15_16_15,Los Dominicos
6987,zombie,Evento tipo zombie,-33.538125,-70.69999999999999,2025-04-29 01:30:38,Q15_16_15,Maipú
6988,happy,Evento tipo happy,-33.538125,-70.69999999999999,2025-04-29 01:30:38,Q15_16_15,Recoleta
6989,inlove,Evento tipo inlove,-33.538125,-70.69999999999999,2025-04-29 01:30:38,Q15_16_15,Providencia
6990,peaceful,Evento tipo peaceful,-33.538125,-70.69999999999999,2025-04-29 01:30:38,Q15_16_15,Plaza Italia
6991,ninja,Evento tipo ninja,-33.538125,-70.69999999999999,2025-04-29 01:30:38,Q15_16_15,Independencia
6992,desconocido,Evento tipo desconocido,-33.538125,-70.65999999999998,2025-04-29 01:30:46,Q15_16_16,Costanera Norte
6993,hazard,Evento tipo hazard,-33.538125,-70.65999999999998,2025-04-29 01:30:46,Q15_16_16,San Miguel
6994,road-closed,Evento tipo road-closed,-33.538125,-70.65999999999998,2025-04-29 01:30:46,Q15_16_16,Quinta Normal
6995,happy,Evento tipo happy,-33.538125,-70.65999999999998,2025-04-29 01:30:46,Q15_16_16,Huechuraba
6996,LOL,Evento tipo LOL,-33.538125,-70.65999999999998,2025-04-29 01:30:46,Q15_16_16,Huechuraba
6997,sunny,Evento tipo sunny,-33.538125,-70.65999999999998,2025-04-29 01:30:46,Q15_16_16,Av. La Florida
6998,inlove,Evento tipo inlove,-33.538125,-70.65999999999998,2025-04-29 01:30:46,Q15_16_16,Independencia
6999,peaceful,Evento tipo peaceful,-33.538125,-70.65999999999998,2025-04-29 01:30:46,Q15_16_16,Puente Alto
7000,desconocido,Evento tipo desconocido,-33.538125,-70.61999999999999,2025-04-29 01:30:54,Q15_16_17,Grecia Ñuñoa
7001,inlove,Evento tipo inlove,-33.538125,-70.61999999999999,2025-04-29 01:30:54,Q15_16_17,Grecia Ñuñoa
7002,happy,Evento tipo happy,-33.538125,-70.61999999999999,2025-04-29 01:30:54,Q15_16_17,San Bernardo
7003,happy,Evento tipo happy,-33.538125,-70.61999999999999,2025-04-29 01:30:55,Q15_16_17,Recoleta
7004,LOL,Evento tipo LOL,-33.538125,-70.61999999999999,2025-04-29 01:30:55,Q15_16_17,La Cisterna
7005,peaceful,Evento tipo peaceful,-33.538125,-70.61999999999999,2025-04-29 01:30:55,Q15_16_17,Lo Prado
7006,sunny,Evento tipo sunny,-33.538125,-70.61999999999999,2025-04-29 01:30:55,Q15_16_17,Maipú
7007,inlove,Evento tipo inlove,-33.538125,-70.61999999999999,2025-04-29 01:30:55,Q15_16_17,Ñuñoa Plaza Egaña
7008,desconocido,Evento tipo desconocido,-33.538125,-70.57999999999998,2025-04-29 01:31:03,Q15_16_18,Huechuraba
7009,LOL,Evento tipo LOL,-33.538125,-70.57999999999998,2025-04-29 01:31:03,Q15_16_18,Camino a Melipilla
7010,happy,Evento tipo happy,-33.538125,-70.57999999999998,2025-04-29 01:31:03,Q15_16_18,Vespucio Sur
7011,speedy,Evento tipo speedy,-33.538125,-70.57999999999998,2025-04-29 01:31:03,Q15_16_18,Costanera Norte
7012,peaceful,Evento tipo peaceful,-33.538125,-70.57999999999998,2025-04-29 01:31:03,Q15_16_18,Macul
7013,zombie,Evento tipo zombie,-33.538125,-70.57999999999998,2025-04-29 01:31:03,Q15_16_18,San Joaquín
7014,desconocido,Evento tipo desconocido,-33.538125,-70.53999999999999,2025-04-29 01:31:12,Q15_16_19,Maipú
7015,zombie,Evento tipo zombie,-33.538125,-70.53999999999999,2025-04-29 01:31:12,Q15_16_19,Alameda Centro
7016,peaceful,Evento tipo peaceful,-33.538125,-70.53999999999999,2025-04-29 01:31:12,Q15_16_19,Los Dominicos
7017,happy,Evento tipo happy,-33.538125,-70.53999999999999,2025-04-29 01:31:12,Q15_16_19,Estación Central
7018,desconocido,Evento tipo desconocido,-33.538125,-70.49999999999999,2025-04-29 01:31:20,Q15_16_20,San Joaquín
7019,desconocido,Evento tipo desconocido,-33.538125,-70.46,2025-04-29 01:31:28,Q15_16_21,Estación Central
7020,desconocido,Evento tipo desconocido,-33.538125,-70.41999999999999,2025-04-29 01:31:37,Q15_16_22,Alameda Centro
7021,desconocido,Evento tipo desconocido,-33.538125,-70.38,2025-04-29 01:31:45,Q15_16_23,Camino a Melipilla
7022,desconocido,Evento tipo desconocido,-33.50125000000001,-71.01999999999998,2025-04-29 01:31:53,Q15_17_7,La Cisterna
7023,desconocido,Evento tipo desconocido,-33.50125000000001,-70.97999999999999,2025-04-29 01:32:01,Q15_17_8,Plaza Italia
7024,desconocido,Evento tipo desconocido,-33.50125000000001,-70.93999999999998,2025-04-29 01:32:10,Q15_17_9,Ñuñoa Plaza Egaña
7025,desconocido,Evento tipo desconocido,-33.50125000000001,-70.89999999999999,2025-04-29 01:32:18,Q15_17_10,Vespucio Norte
7026,desconocido,Evento tipo desconocido,-33.50125000000001,-70.85999999999999,2025-04-29 01:32:26,Q15_17_11,Ñuñoa Plaza Egaña
7027,desconocido,Evento tipo desconocido,-33.50125000000001,-70.82,2025-04-29 01:32:34,Q15_17_12,Av. La Florida
7028,desconocido,Evento tipo desconocido,-33.50125000000001,-70.77999999999999,2025-04-29 01:32:43,Q15_17_13,San Joaquín
7029,sunny,Evento tipo sunny,-33.50125000000001,-70.77999999999999,2025-04-29 01:32:43,Q15_17_13,Peñalolén
7030,happy,Evento tipo happy,-33.50125000000001,-70.77999999999999,2025-04-29 01:32:43,Q15_17_13,Las Rejas
7031,ninja,Evento tipo ninja,-33.50125000000001,-70.77999999999999,2025-04-29 01:32:43,Q15_17_13,Apoquindo Las Condes
7032,inlove,Evento tipo inlove,-33.50125000000001,-70.77999999999999,2025-04-29 01:32:43,Q15_17_13,Pudahuel
7033,desconocido,Evento tipo desconocido,-33.50125000000001,-70.74,2025-04-29 01:32:51,Q15_17_14,Vespucio Norte
7034,happy,Evento tipo happy,-33.50125000000001,-70.74,2025-04-29 01:32:51,Q15_17_14,Vespucio Norte
7035,peaceful,Evento tipo peaceful,-33.50125000000001,-70.74,2025-04-29 01:32:51,Q15_17_14,Lo Prado
7036,ninja,Evento tipo ninja,-33.50125000000001,-70.74,2025-04-29 01:32:51,Q15_17_14,Estación Central
7037,sunny,Evento tipo sunny,-33.50125000000001,-70.74,2025-04-29 01:32:51,Q15_17_14,San Bernardo
7038,LOL,Evento tipo LOL,-33.50125000000001,-70.74,2025-04-29 01:32:51,Q15_17_14,Recoleta
7039,desconocido,Evento tipo desconocido,-33.50125000000001,-70.69999999999999,2025-04-29 01:32:59,Q15_17_15,Costanera Norte
7040,LOL,Evento tipo LOL,-33.50125000000001,-70.69999999999999,2025-04-29 01:32:59,Q15_17_15,Vespucio Norte
7041,happy,Evento tipo happy,-33.50125000000001,-70.69999999999999,2025-04-29 01:32:59,Q15_17_15,Autopista Central
7042,sunny,Evento tipo sunny,-33.50125000000001,-70.69999999999999,2025-04-29 01:32:59,Q15_17_15,Alameda Centro
7043,zombie,Evento tipo zombie,-33.50125000000001,-70.69999999999999,2025-04-29 01:32:59,Q15_17_15,San Miguel
7044,inlove,Evento tipo inlove,-33.50125000000001,-70.69999999999999,2025-04-29 01:32:59,Q15_17_15,Autopista Central
7045,desconocido,Evento tipo desconocido,-33.50125000000001,-70.65999999999998,2025-04-29 01:33:08,Q15_17_16,Lo Prado
7046,peaceful,Evento tipo peaceful,-33.50125000000001,-70.65999999999998,2025-04-29 01:33:08,Q15_17_16,Macul
7047,happy,Evento tipo happy,-33.50125000000001,-70.65999999999998,2025-04-29 01:33:08,Q15_17_16,Huechuraba
7048,ninja,Evento tipo ninja,-33.50125000000001,-70.65999999999998,2025-04-29 01:33:08,Q15_17_16,Grecia Ñuñoa
7049,LOL,Evento tipo LOL,-33.50125000000001,-70.65999999999998,2025-04-29 01:33:08,Q15_17_16,Estación Central
7050,zombie,Evento tipo zombie,-33.50125000000001,-70.65999999999998,2025-04-29 01:33:08,Q15_17_16,Los Dominicos
7051,desconocido,Evento tipo desconocido,-33.50125000000001,-70.61999999999999,2025-04-29 01:33:16,Q15_17_17,Ñuñoa Plaza Egaña
7052,sunny,Evento tipo sunny,-33.50125000000001,-70.61999999999999,2025-04-29 01:33:16,Q15_17_17,Peñalolén
7053,happy,Evento tipo happy,-33.50125000000001,-70.61999999999999,2025-04-29 01:33:16,Q15_17_17,Recoleta
7054,peaceful,Evento tipo peaceful,-33.50125000000001,-70.61999999999999,2025-04-29 01:33:16,Q15_17_17,Las Rejas
7055,inlove,Evento tipo inlove,-33.50125000000001,-70.61999999999999,2025-04-29 01:33:16,Q15_17_17,Autopista Central
7056,zombie,Evento tipo zombie,-33.50125000000001,-70.61999999999999,2025-04-29 01:33:16,Q15_17_17,Lo Prado
7057,ninja,Evento tipo ninja,-33.50125000000001,-70.61999999999999,2025-04-29 01:33:16,Q15_17_17,Autopista Central
7058,desconocido,Evento tipo desconocido,-33.50125000000001,-70.57999999999998,2025-04-29 01:33:25,Q15_17_18,Providencia
7059,LOL,Evento tipo LOL,-33.50125000000001,-70.57999999999998,2025-04-29 01:33:25,Q15_17_18,Estación Central
7060,happy,Evento tipo happy,-33.50125000000001,-70.57999999999998,2025-04-29 01:33:25,Q15_17_18,Apoquindo Las Condes
7061,peaceful,Evento tipo peaceful,-33.50125000000001,-70.57999999999998,2025-04-29 01:33:25,Q15_17_18,Costanera Norte
7062,ninja,Evento tipo ninja,-33.50125000000001,-70.57999999999998,2025-04-29 01:33:25,Q15_17_18,Huechuraba
7063,desconocido,Evento tipo desconocido,-33.50125000000001,-70.53999999999999,2025-04-29 01:33:33,Q15_17_19,Quinta Normal
7064,happy,Evento tipo happy,-33.50125000000001,-70.53999999999999,2025-04-29 01:33:33,Q15_17_19,La Cisterna
7065,LOL,Evento tipo LOL,-33.50125000000001,-70.53999999999999,2025-04-29 01:33:33,Q15_17_19,Alameda Centro
7066,sunny,Evento tipo sunny,-33.50125000000001,-70.53999999999999,2025-04-29 01:33:33,Q15_17_19,Ñuñoa Plaza Egaña
7067,peaceful,Evento tipo peaceful,-33.50125000000001,-70.53999999999999,2025-04-29 01:33:33,Q15_17_19,Ñuñoa Plaza Egaña
7068,geek,Evento tipo geek,-33.50125000000001,-70.53999999999999,2025-04-29 01:33:33,Q15_17_19,Providencia
7069,ninja,Evento tipo ninja,-33.50125000000001,-70.53999999999999,2025-04-29 01:33:33,Q15_17_19,Macul
7070,inlove,Evento tipo inlove,-33.50125000000001,-70.53999999999999,2025-04-29 01:33:33,Q15_17_19,Grecia Ñuñoa
7071,desconocido,Evento tipo desconocido,-33.50125000000001,-70.49999999999999,2025-04-29 01:33:41,Q15_17_20,Autopista Central
7072,desconocido,Evento tipo desconocido,-33.50125000000001,-70.46,2025-04-29 01:33:50,Q15_17_21,Ñuñoa Plaza Egaña
